sample_ID,species,allele_count,type
MHC_Sample1_lk_MA,Lk,4,MHCI
MHC_Sample2_lk_MA,Lk,7,MHCI
MHC_Sample3_lk_MA,Lk,4,MHCI
MHC_Sample4_lk_MA,Lk,7,MHCI
MHC_Sample5_lk_MA,Lk,7,MHCI
MHC_Sample6_lk_MA,Lk,4,MHCI
MHC_Sample8_lk_MA,Lk,6,MHCI
MHC_Sample9_lk_MA,Lk,6,MHCI
MHC_Sample10_lk_MA,Lk,6,MHCI
MHC_Sample12_lk_MA,Lk,3,MHCI
MHC_Sample13_lk_MA,Lk,4,MHCI
MHC_Sample15_lk_MA,Lk,5,MHCI
MHC_Sample16_lk_MA,Lk,6,MHCI
MHC_Sample17_lk_MA,Lk,6,MHCI
MHC_Sample18_lk_MA,Lk,4,MHCI
MHC_Sample19_lk_MA,Lk,7,MHCI
MHC_Sample22_lk_MA,Lk,5,MHCI
MHC_Sample23_lk_MA,Lk,5,MHCI
MHC_Sample24_lk_MA,Lk,6,MHCI
MHC_Sample25_lk_MA,Lk,5,MHCI
MHC_Sample26_lk_MA,Lk,6,MHCI
MHC_Sample29_lk_MA,Lk,4,MHCI
MHC_Sample30_lk_MA,Lk,6,MHCI
MHC_Sample31_lk_MA,Lk,5,MHCI
MHC_Sample32_lk_MA,Lk,5,MHCI
MHC_Sample33_lk_MA,Lk,5,MHCI
MHC_Sample36_lk_MA,Lk,3,MHCI
MHC_Sample37_lk_MA,Lk,4,MHCI
MHC_Sample38_lk_MA,Lk,6,MHCI
MHC_Sample39_lk_MA,Lk,6,MHCI
MHC_Sample40_lk_MA,Lk,5,MHCI
MHC_Sample42_lk_MA,Lk,5,MHCI
MHC_Sample43_lk_MA,Lk,5,MHCI
MHC_Sample44_lk_MA,Lk,5,MHCI
MHC_Sample45_lk_MA,Lk,5,MHCI
MHC_Sample46_lk_MA,Lk,6,MHCI
MHC_Sample48_lk_MA,Lk,4,MHCI
MHC_Sample49_lk_MA,Lk,5,MHCI
MHC_Sample50_lk_MA,Lk,4,MHCI
MHC_Sample51_lk_MA,Lk,6,MHCI
MHC_Sample52_lk_MA,Lk,3,MHCI
MHC_Sample55_lk_MA,Lk,5,MHCI
MHC_Sample56_lk_MA,Lk,6,MHCI
MHC_Sample57_lk_MA,Lk,6,MHCI
MHC_Sample59_lk_MA,Lk,4,MHCI
MHC_Sample62_lk_MA,Lk,4,MHCI
MHC_Sample63_lk_MA,Lk,4,MHCI
MHC_Sample64_lk_MA,Lk,4,MHCI
MHC_Sample68_lk_MA,Lk,5,MHCI
MHC_Sample69_lk_MA,Lk,5,MHCI
MHC_Sample70_lk_MA,Lk,6,MHCI
MHC_Sample71_lk_MA,Lk,6,MHCI
MHC_Sample72_lk_MA,Lk,4,MHCI
MHC_Sample75_lk_MA,Lk,6,MHCI
MHC_Sample77_lk_MA,Lk,6,MHCI
MHC_Sample78_lk_MA,Lk,5,MHCI
MHC_Sample79_lk_MA,Lk,4,MHCI
MHC_Sample81_lk_MA,Lk,6,MHCI
MHC_Sample82_lk_MA,Lk,5,MHCI
MHC_Sample83_lk_MA,Lk,3,MHCI
MHC_Sample84_lk_MA,Lk,7,MHCI
MHC_Sample85_lk_MA,Lk,5,MHCI
MHC_Sample86_lk_MA,Lk,3,MHCI
MHC_Sample88_lk_MA,Lk,6,MHCI
MHC_Sample89_lk_MA,Lk,4,MHCI
MHC_Sample90_lk_MA,Lk,7,MHCI
MHC_Sample91_lk_MA,Lk,6,MHCI
MHC_Sample92_lk_MA,Lk,6,MHCI
MHC_Sample94_lk_MA,Lk,4,MHCI
MHC_Sample95_lk_MA,Lk,4,MHCI
MHC_Sample96_lk_MA,Lk,4,MHCI
MHC_Sample97_lk_MA,Lk,5,MHCI
MHC_Sample98_lk_MA,Lk,4,MHCI
MHC_Sample100_lk_MA,Lk,4,MHCI
MHC_Sample101_lk_MA,Lk,5,MHCI
MHC_Sample102_lk_MA,Lk,4,MHCI
MHC_Sample103_lk_MA,Lk,4,MHCI
MHC_Sample104_lk_MA,Lk,4,MHCI
MHC_Sample106_lk_MA,Lk,6,MHCI
MHC_Sample107_lk_MA,Lk,5,MHCI
MHC_Sample108_lk_MA,Lk,5,MHCI
MHC_Sample109_lk_MA,Lk,4,MHCI
MHC_Sample111_lk_MA,Lk,6,MHCI
MHC_Sample112_lk_MA,Lk,6,MHCI
MHC_Sample113_lk_MA,Lk,4,MHCI
MHC_Sample114_lk_MA,Lk,5,MHCI
MHC_Sample115_lk_MA,Lk,5,MHCI
MHC_Sample116_lk_MA,Lk,3,MHCI
MHC_Sample118_lk_MA,Lk,6,MHCI
MHC_Sample119_lk_MA,Lk,6,MHCI
MHC_Sample120_lk_MA,Lk,5,MHCI
MHC_Sample121_lk_MA,Lk,4,MHCI
MHC_Sample122_lk_MA,Lk,7,MHCI
MHC_Sample123_lk_MA,Lk,4,MHCI
MHC_Sample124_lk_MA,Lk,5,MHCI
MHC_Sample126_lk_MA,Lk,5,MHCI
MHC_Sample127_lk_MA,Lk,6,MHCI
MHC_Sample128_lk_MA,Lk,5,MHCI
MHC_Sample129_lk_MA,Lk,7,MHCI
MHC_Sample130_lk_MA,Lk,4,MHCI
MHC_Sample131_lk_MA,Lk,4,MHCI
MHC_Sample132_lk_MA,Lk,5,MHCI
MHC_Sample134_lk_MA,Lk,5,MHCI
MHC_Sample136_lk_MA,Lk,4,MHCI
MHC_Sample137_lk_MA,Lk,4,MHCI
MHC_Sample138_lk_MA,Lk,6,MHCI
MHC_Sample139_lk_MA,Lk,4,MHCI
MHC_Sample140_lk_MA,Lk,5,MHCI
MHC_Sample143_lk_MA,Lk,6,MHCI
MHC_Sample144_lk_MA,Lk,5,MHCI
MHC_Sample145_lk_MA,Lk,5,MHCI
MHC_Sample146_lk_MA,Lk,4,MHCI
MHC_Sample147_lk_MA,Lk,7,MHCI
MHC_Sample148_lk_MA,Lk,5,MHCI
MHC_Sample151_lk_MA,Lk,5,MHCI
MHC_Sample152_lk_MA,Lk,6,MHCI
MHC_Sample153_lk_MA,Lk,5,MHCI
MHC_Sample154_lk_MA,Lk,5,MHCI
MHC_Sample155_lk_MA,Lk,5,MHCI
MHC_Sample158_lk_MA,Lk,4,MHCI
MHC_Sample159_lk_MA,Lk,5,MHCI
MHC_Sample160_lk_MA,Lk,5,MHCI
14920_Cm,Cm,1,MHCI
HH4811_12_Cm,Cm,3,MHCI
5648_Cm,Cm,2,MHCI
16446_Cm,Cm,5,MHCI
16448_Cm,Cm,2,MHCI
5404_Cm,Cm,2,MHCI
14917_Cm,Cm,4,MHCI
HH0029_Cc,Cc,4,MHCI
51195_Cc,Cc,7,MHCI
EEF924_Cc,Cc,5,MHCI
HH4818_19_Cm,Cm,5,MHCI
TRIDENT_CC_NO_TAG_2018_Cm,Cm,5,MHCI
HA670_Cm,Cm,1,MHCI
HH4810_Cm,Cm,5,MHCI
HA660_Cm,Cm,1,MHCI
X8256_Cm,Cm,6,MHCI
5636_Cm,Cm,5,MHCI
X8079_Cm,Cm,4,MHCI
12661_Cm,Cm,1,MHCI
W0454_Cm,Cm,2,MHCI
7022_Cm,Cm,2,MHCI
5637_Cm,Cm,3,MHCI
6673_Cm,Cm,3,MHCI
X8084_Cm,Cm,5,MHCI
BP8350B_Cm,Cm,2,MHCI
8346_Cm,Cm,4,MHCI
5632_Cm,Cm,5,MHCI
5551_Cm,Cm,5,MHCI
5410_Cm,Cm,5,MHCI
6674_Cm,Cm,6,MHCI
W1588_Cm,Cm,3,MHCI
7026_Cm,Cm,3,MHCI
W0238_Cm,Cm,4,MHCI
12640_Cm,Cm,3,MHCI
13411_Cm,Cm,5,MHCI
5639_Cm,Cm,5,MHCI
W0567_Cm,Cm,5,MHCI
7024_Cm,Cm,7,MHCI
15035_Cm,Cm,1,MHCI
21420_B_Cm,Cm,5,MHCI
14727_Cm,Cm,6,MHCI
21464_Cm,Cm,3,MHCI
5409_Cm,Cm,2,MHCI
5552_Cm,Cm,3,MHCI
5634_Cm,Cm,4,MHCI
5635_Cm,Cm,3,MHCI
5638_Cm,Cm,5,MHCI
5621_Cm,Cm,2,MHCI
HH2374_Cm,Cm,4,MHCI
21412_Cm,Cm,3,MHCI
12657_Cm,Cm,2,MHCI
15036_Cm,Cm,3,MHCI
14322_Cm,Cm,5,MHCI
8414_Cm,Cm,1,MHCI
12554_Cm,Cm,2,MHCI
5633_Cm,Cm,3,MHCI
5733_Cm,Cm,3,MHCI
BP7052_Cm,Cm,4,MHCI
5537_Cm,Cm,3,MHCI
8351_Cm,Cm,5,MHCI
6977_Cm,Cm,4,MHCI
5737_Cm,Cm,2,MHCI
5422_Cm,Cm,3,MHCI
14318_B_Cm,Cm,2,MHCI
EEF833_Cm,Cm,3,MHCI
14737_Cm,Cm,1,MHCI
BP3106_Cm,Cm,1,MHCI
51217_Cm,Cm,6,MHCI
21467_Cm,Cm,5,MHCI
21421_Cm,Cm,5,MHCI
12392_Cm,Cm,4,MHCI
W1144_Cm,Cm,3,MHCI
EEF953_Cm,Cm,2,MHCI
15038_Cm,Cm,6,MHCI
12951_Cm,Cm,3,MHCI
5973_Cm,Cm,3,MHCI
12495_Cm,Cm,2,MHCI
8499_Cm,Cm,5,MHCI
51218_Cm,Cm,3,MHCI
HB7555_Cm,Cm,5,MHCI
15033_Cm,Cm,1,MHCI
14751_Cm,Cm,4,MHCI
HH0021_Cm,Cm,3,MHCI
12643_Cm,Cm,2,MHCI
14863_B_Cm,Cm,2,MHCI
HB0443_Cm,Cm,1,MHCI
21465_Cm,Cm,6,MHCI
13396_B_Cm,Cm,3,MHCI
5974_Cm,Cm,3,MHCI
EEF922_Cm,Cm,4,MHCI
6859_Cm,Cm,3,MHCI
5413_Cm,Cm,5,MHCI
8444_Cm,Cm,6,MHCI
5917_Cm,Cm,6,MHCI
51213_Cm,Cm,5,MHCI
EEC992_Cm,Cm,4,MHCI
21422_Cm,Cm,2,MHCI
21419_Cm,Cm,1,MHCI
12630_Cm,Cm,2,MHCI
16444_Cm,Cm,2,MHCI
51125_Cm,Cm,2,MHCI
HH0334_Cm,Cm,5,MHCI
5629_Cm,Cm,2,MHCI
14753_Cm,Cm,3,MHCI
14869_Cm,Cm,5,MHCI
14738_Cm,Cm,4,MHCI
12556_Cm,Cm,5,MHCI
8354_Cm,Cm,5,MHCI
HH4863_64_Cm,Cm,2,MHCI
15032_B_Cm,Cm,3,MHCI
6975_Cm,Cm,5,MHCI
51169_Cm,Cm,3,MHCI
6976_Cm,Cm,6,MHCI
16454_Cm,Cm,4,MHCI
12633_Cm,Cm,3,MHCI
11389_Cm,Cm,4,MHCI
5972_Cm,Cm,2,MHCI
12035_Cm,Cm,2,MHCI
8421_Cm,Cm,3,MHCI
51214_Cm,Cm,3,MHCI
13412_Cm,Cm,3,MHCI
5407_Cm,Cm,4,MHCI
7027_Cm,Cm,4,MHCI
51209_Cm,Cm,6,MHCI
5420_Cm,Cm,5,MHCI
5732_Cm,Cm,2,MHCI
16435_B_Cm,Cm,2,MHCI
8420_Cm,Cm,2,MHCI
21439_Cm,Cm,4,MHCI
5405_Cm,Cm,5,MHCI
14985_B_Cm,Cm,2,MHCI
5735_Cm,Cm,3,MHCI
EEF994_Cm,Cm,3,MHCI
HH0391_Cm,Cm,5,MHCI
13435_Cm,Cm,4,MHCI
8464_Cm,Cm,3,MHCI
5626_Cm,Cm,3,MHCI
EEF865_Cm,Cm,4,MHCI
5627_Cm,Cm,5,MHCI
HB4785_Cm,Cm,3,MHCI
HB0720_Cm,Cm,1,MHCI
5622_Cm,Cm,2,MHCI
5918_Cm,Cm,3,MHCI
16439_Cm,Cm,2,MHCI
HH4852_51_Cm,Cm,2,MHCI
8418_Cm,Cm,4,MHCI
5624_Cm,Cm,5,MHCI
12715_B_Cm,Cm,3,MHCI
EEF936_Cm,Cm,4,MHCI
HH0470_Cm,Cm,2,MHCI
13437_Cm,Cm,3,MHCI
51197_Cm,Cm,3,MHCI
HB4775_Cm,Cm,4,MHCI
21466_Cm,Cm,3,MHCI
HB4711_Cm,Cm,5,MHCI
HB4773_Cm,Cm,5,MHCI
13441_Cm,Cm,3,MHCI
HH0038_Cm,Cm,2,MHCI
HB4797_Cm,Cm,3,MHCI
5631_Cm,Cm,3,MHCI
5647_Cm,Cm,4,MHCI
21414_Cm,Cm,3,MHCI
HB7593_Cm,Cm,3,MHCI
51191_Cm,Cm,4,MHCI
8452_Cm,Cm,3,MHCI
15045_Cm,Cm,2,MHCI
HB4709_Cm,Cm,5,MHCI
21452_Cm,Cm,4,MHCI
5625_Cm,Cm,3,MHCI
HH0413_Cc,Cc,4,MHCI
13447_Cm,Cm,3,MHCI
51126_Cm,Cm,3,MHCI
8465_Cm,Cm,4,MHCI
8469_Cm,Cm,3,MHCI
21417_Cm,Cm,2,MHCI
21440_Cm,Cm,6,MHCI
EEF911_Cm,Cm,3,MHCI
5620_Cm,Cm,5,MHCI
21455_Cm,Cm,3,MHCI
8413_Cm,Cm,5,MHCI
8415_Cm,Cm,4,MHCI
HA625_Cm,Cm,2,MHCI
13426_Cm,Cm,4,MHCI
15046_Cm,Cm,2,MHCI
XBP8275B_Cm,Cm,3,MHCI
HB4763_Cm,Cm,2,MHCI
21438_Cm,Cm,5,MHCI
16436_Cm,Cm,3,MHCI
HB4789_Cm,Cm,3,MHCI
51145_Cm,Cm,5,MHCI
15043_Cm,Cm,1,MHCI
15031_B_Cm,Cm,3,MHCI
7021_Cm,Cm,3,MHCI
12635_Cm,Cm,3,MHCI
HB4741_Cm,Cm,5,MHCI
HH0009_Cm,Cm,5,MHCI
8451_Cm,Cm,4,MHCI
5408_Cm,Cm,5,MHCI
12650_Cm,Cm,3,MHCI
8448_Cm,Cm,5,MHCI
5642_Cm,Cm,2,MHCI
EEF939_Cm,Cm,3,MHCI
5630_Cm,Cm,4,MHCI
12654_B_Cm,Cm,6,MHCI
12483_Cm,Cm,2,MHCI
12562_B_Cm,Cm,2,MHCI
8442_Cm,Cm,3,MHCI
8348_Cm,Cm,4,MHCI
12658_Cm,Cm,5,MHCI
5641_Cm,Cm,4,MHCI
21413_Cm,Cm,3,MHCI
1333_B_Cm,Cm,3,MHCI
EEF983_Cm,Cm,3,MHCI
51156_Cm,Cm,4,MHCI
HH0007_Cm,Cm,4,MHCI
12659_Cm,Cm,3,MHCI
5412_Cm,Cm,3,MHCI
HH2358_Cm,Cm,5,MHCI
13424_Cm,Cm,3,MHCI
8349_Cm,Cm,2,MHCI
7020_Cm,Cm,2,MHCI
EEF915_Cm,Cm,2,MHCI
12029_Cm,Cm,5,MHCI
12656_Cm,Cm,3,MHCI
5967_Cm,Cm,6,MHCI
8417_Cm,Cm,5,MHCI
8347_Cm,Cm,5,MHCI
HH0011_Cm,Cm,3,MHCI
EEF951_Cm,Cm,3,MHCI
HH0005_Cm,Cm,5,MHCI
5549_Cm,Cm,4,MHCI
13088_B_Cm,Cm,5,MHCI
12555_Cm,Cm,3,MHCI
13406_Cm,Cm,2,MHCI
12548_Cm,Cm,3,MHCI
12651_Cm,Cm,4,MHCI
12637_Cm,Cm,3,MHCI
15080_Cc,Cc,2,MHCI
16431_Cm,Cm,2,MHCI
16434_Cm,Cm,2,MHCI
HH0430_Cm,Cm,2,MHCI
EEF873_Cm,Cm,2,MHCI
5927_Cm,Cm,3,MHCI
21432_Cm,Cm,5,MHCI
21411_Cm,Cm,6,MHCI
13444_Cm,Cm,2,MHCI
5640_Cm,Cm,3,MHCI
18702_Cc,Cc,3,MHCI
51159_Cm,Cm,3,MHCI
18256_Cc,Cc,4,MHCI
5548_Cm,Cm,6,MHCI
HB4717_Cm,Cm,6,MHCI
21442_Cm,Cm,3,MHCI
18624_Cc,Cc,4,MHCI
12639_Cm,Cm,3,MHCI
18626_Cc,Cc,3,MHCI
18700_Cc,Cc,2,MHCI
18706_Cc,Cc,3,MHCI
HH0088_89_Cc,Cc,6,MHCI
15042_Cm,Cm,3,MHCI
4C12756E20_Cc,Cc,1,MHCI
16429_Cc,Cc,5,MHCI
12634_Cm,Cm,3,MHCI
18639_Cc,Cc,2,MHCI
XX9972_73_Cc,Cc,3,MHCI
51305_Cc,Cc,3,MHCI
51166_Cc,Cc,3,MHCI
21433_Cm,Cm,3,MHCI
W1586_Cm,Cm,4,MHCI
HB4734_33_18MAR16_Cc,Cc,7,MHCI
51450_Cc,Cc,5,MHCI
HH0023_Cc,Cc,2,MHCI
13432_Cm,Cm,3,MHCI
HH0025_Cc,Cc,4,MHCI
51149_Cm,Cm,3,MHCI
16427_Cc,Cc,3,MHCI
51124_Cc,Cc,5,MHCI
51303_Cc,Cc,4,MHCI
51201_Cc,Cc,6,MHCI
866_Cc,Cc,1,MHCI
16432_Cm,Cm,4,MHCI
51199_Cc,Cc,3,MHCI
17496_Cc,Cc,2,MHCI
EEF969_Cc,Cc,6,MHCI
14747_Cm,Cm,6,MHCI
51279_Cc,Cc,3,MHCI
51449_Cc,Cc,4,MHCI
18649_Cc,Cc,3,MHCI
EEF959_Cc,Cc,4,MHCI
16393_Cc,Cc,4,MHCI
HH0013_Cc,Cc,5,MHCI
51389_Cc,Cc,2,MHCI
51297_Cc,Cc,5,MHCI
5290_Cm,Cm,6,MHCI
51284_Cc,Cc,6,MHCI
18613_Cc,Cc,4,MHCI
51311_Cc,Cc,3,MHCI
18640_Cc,Cc,5,MHCI
17659_Cc,Cc,3,MHCI
HB4759_Cc,Cc,3,MHCI
51190_Cc,Cc,4,MHCI
EEF830_Cc,Cc,5,MHCI
EEF996_Cm,Cm,5,MHCI
18627_Cc,Cc,6,MHCI
15030_Cc,Cc,6,MHCI
51307_Cc,Cc,5,MHCI
51463_Cc,Cc,3,MHCI
18680_Cc,Cc,3,MHCI
51295_Cc,Cc,5,MHCI
51220_Cc,Cc,5,MHCI
16426_Cc,Cc,1,MHCI
18638_Cc,Cc,4,MHCI
18703_Cc,Cc,3,MHCI
51462_Cc,Cc,3,MHCI
51306_Cc,Cc,4,MHCI
EEF822_Cc,Cc,4,MHCI
51203_B_Cc,Cc,6,MHCI
18612_Cc,Cc,5,MHCI
12549_Cm,Cm,2,MHCI
51208_Cc,Cc,5,MHCI
51219_Cc,Cc,5,MHCI
51202_Cc,Cc,4,MHCI
HH4837_36_Cc,Cc,4,MHCI
13087_Cm,Cm,4,MHCI
4C12794E78_Cc,Cc,2,MHCI
51455_Cc,Cc,2,MHCI
HH0019_Cc,Cc,3,MHCI
EEF945_Cc,Cc,4,MHCI
16449_Cc,Cc,2,MHCI
7949_Cm,Cm,5,MHCI
HH4839_40_Cc,Cc,2,MHCI
51204_Cc,Cc,7,MHCI
51314_Cc,Cc,7,MHCI
HH0051_Cc,Cc,4,MHCI
51198_Cc,Cc,3,MHCI
15037_Cc,Cc,5,MHCI
EEF976_Cc,Cc,4,MHCI
51181_Cc,Cc,4,MHCI
16443_Cc,Cc,2,MHCI
HH0015_Cc,Cc,5,MHCI
51180_Cc,Cc,5,MHCI
HH1523_Cc,Cc,3,MHCI
51175_Cc,Cc,5,MHCI
51128_Cc,Cc,5,MHCI
51127_Cc,Cc,5,MHCI
51451_Cc,Cc,7,MHCI
HH0055_Cc,Cc,3,MHCI
HH0422_Cc,Cc,1,MHCI
HH2368_Cm,Cm,1,MHCI
HH0420_Cm,Cm,2,MHCI
5403_Cm,Cm,5,MHCI
HH0389_Cm,Cm,4,MHCI
8498_Cm,Cm,2,MHCI
HH0076_Cm,Cm,3,MHCI
HH0069_Cm,Cm,2,MHCI
HH0071_Cm,Cm,1,MHCI
8Lk-WP45,Lk,3,MHCI
10Lk-WP56,Lk,4,MHCI
18Lk-WP18,Lk,2,MHCI
18Lk-5-23,Lk,6,MHCI
21Lk-WP50,Lk,5,MHCI
22Lk-WP57,Lk,5,MHCI
2016-Lk6,Lk,6,MHCI
15222-Dc-B,Dc,4,MHCI
15232-Dc-B,Dc,4,MHCI
18654-Dc-B,Dc,2,MHCI
18884-Dc-B,Dc,4,MHCI
19919-Dc-A,Dc,4,MHCI
19926-Dc-B,Dc,1,MHCI
19929-Dc-B,Dc,1,MHCI
19965-Dc-B,Dc,1,MHCI
19973-Dc-B,Dc,1,MHCI
21536-Dc-B,Dc,1,MHCI
21559-Dc-B,Dc,2,MHCI
21970-Dc-B,Dc,2,MHCI
23064-Dc-B,Dc,2,MHCI
23065-Dc-A,Dc,2,MHCI
23081-Dc-B,Dc,1,MHCI
23086-Dc-B,Dc,2,MHCI
23089-Dc-B,Dc,2,MHCI
